,cleaned_text,target
8212,rthedonald constantly rig online poll donate campaign order,0
7999,watch panic among bank depositor bangalore mp must speak modi scare,1
9746,gon survive,0
7241,1496days since zariamassacre illegal detention sheikh zakzaky wicked mass murderer criminal preside,1
3851,theyre american theyre invader trying take destroy country deport,0
5130,let get starboy 15k subscriber afroseries explosion terri via,0
6481,must affordable alternative eskom held hostage taken fool,0
2011,dead marine popping everywhere 2 afghanistan 2 germany one died california look like,1
1256,bastard jayakrishna think bloody third rate airline,0
9262,ingredient snowstorm,0
10267,know like tried move humiliated bcs past trauma yeah kept,0
8748,meme dead sandstorm bit banger,0
611,id love know actually different type homophobia happened wilson,0
4764,lionlife assist helpline aim provide client best value added benefit emergency funeral,0
4493,drowning man usually stir water,0
9153,wonder hear siren earlier merc caught fire near pavillion hope everyones ok,1
48,mlindo vocalist another car accident,1
7125,im telling need hold trash night june 5th astros visit first 10k fan 89 g,0
7365,even 2 day medium rumour putting phone absolute meltdown genuinely never thought id see stat,0
10555,shipping forecast tonight south east iceland severe gale 9 violent storm 11 youre must,0
7752,whoah actually great idea rly wan na see crazy player might creating som,0
3886,think im momma doesnt miss pregnant self shit destroyed baby wouldnt,0
7595,japan gear host olympics tokyo later year le 200 mile away got rare access,0
9858,awkward moment everyone meeting asking invited turkey meeting libya fact,0
6861,know dont typically engage negativity online try darned best inund,0
64,iran say shot ukraine international flight 172 accident picture aircraft,1
2559,road traffic collision victoria road junction marathon road road partially blocked police en route,1
1939,smoke blown bad bush fire look like,0
6860,dont know really true least bad 2016 f,0
2827,advance notice curfew winter beer festival 2020 take place friday 7th amp saturday 8th february bar,0
2250,scientist said jump cliff fall,0
3696,tell lie train get showing cancelled due lack crew hour late,1
9777,many kid kid came home survived johnny herbert eva,0
3178,perak 17 active chikungunya outbreak locality identified including batang padang kuala kangsar larut ka,1
7610,prefer warming sausage roll small nuclear reactor lost ha,0
4409,drowned phish rescuesquad,0
2543,motorcycle racing riding knee elbow pad protector motor racing protective armor guard kit anticollision motocros,0
7330,season 2 coming along real soon perhaps little bit teaser store,0
2265,nowsay follower pedophilesmaps never ever accepted society go fall,0
898,ok beat blazing bull sekiro could think raging bull,0
4412,dreamt throat filling water slept amp drowned sleep ironically woke,0
1124,discussed lot see blizzard think hof 2020,0
854,work next one leading government advisor e bazanye offer throwing bottle mu,0
196,hope there going ambulance waiting bottom there way fat lump cli,0
10671,heartbreaking jenny read community rappville almost forgotten recent fire people,0
5442,want see side dont show anyone fear may turn run,0
6488,whats jamia even protesting 4 piece proof must watch tonight agenda hold campus hostage pr,0
2851,first time new state telangana curfew imposed bhainsa town internet shut peacefuls atta,1
7198,tortured hundred wen killing creative gruesome way caused death siste,1
7337,frank need read dr curry stuff already know hoax,0
4118,help animal taal animal around taal volcano need help yesterday assessment paw,0
9046,6 people found dead sinkhole swallow public bus xining,1
10595,five year ago kisilu kenyan farmer started use camera capture life family village damage,0
1589,bombing drive awesomebombing drive wood much driver shaft thats sst pured youll hit,0
7079,think biz savvy amp deceit 2 blow face loud bang,0
10222,trapped prison font,0
4405,immigration policy caused death migrant father baby daughter drowned,1
10008,id pick thunder id pick rain anyones sunshine day,0
7486,ya wan na get dirty slippin mudslide skip chitchat,0
4748,great opportunity llr colleague learn counterpart derbyshire challenge amp success int,0
2117,country spends billion jet submarine subsidy corporation million saving remna,0
9797,pushing limit recovery chronic stroke survivor user perception queen square upper limb neu,0
7879,3 influenza malaysia control always take preventive measure 4 kkm launched speak express righ,0
9441,please pray aint tryna see stretcher,0
9795,great call supporting paid leave survivor domesticabuse employer responsibil,0
1306,certified kneeling machine za body bag governor,0
7105,im scared whaddya take kind baby came louder mean,0
5346,cdc 97 million flu case 87000 flurelated hospitalization 4800 flurelated fatality,0
10776,clear sense fascination grace feature eye almost seem sparkle sight b,0
11195,he journalist doesnt pretend he ultraright wing activist proba,0
10162,year passed since twoyearold julen rosell fell death borehole south spain,0
4592,would like electrocute everyone say,0
6602,rationale people stupid terrorist tied bin laden amp 911complicit kidnapping,0
6516,u uk fullblown terrorist state holding journalist hostage,0
3156,climate crisis likely increase violent death young people report,0
9492,compare life span western country much higher despite,0
4382,ill chip hear nation sob mistake made itll drowned cackle billionaire idiot,0
8399,whats conjunction caa nprnrc complimentary prove equating refugee w,0
10952,yoshiki donated 100000 australian wildfire relief amp rain forest trust,0
1717,least cory booker time save old lady burning building also shovel sidewalk he,0
8349,weird christian think god punishing australia sex marriage yknow way treat refu,0
1349,body part found bag coolock north dublin investigation still early stage gardai ar,1
6115,pretty girl ampbad girl need guy like overstand r people 2 many trick tur,0
6033,looool cant stand enuh,0
2660,warren added money crash finest best picture winner la,0
6655,otd 1941 usworth airfield pilot officer mirosaw orzechowski one polish pilot serving 607 squadron st,0
7575,wasnt built trying create,0
3426,already made provision financing construction road 2020 budget engaging property ow,0
6999,philippine taal volcano eruption spews lava coat manila ash,1
7023,roping someone steep bit sgurr nan gillean beard hair arm,0
849,youve upgraded blaze versa x,0
1903,whole magnificent soul burning brightly behind shy,0
10500,there major upheaval coming nigerian political system,1
296,terrible high elf shortsword annihilation,0
8518,family grown 4paws meet archer 1yrold aussie mo thx rescuer autralianshepherdsfurever,0
5209,yes jane doe dec 2016 court date sworn eyewitness testimony tiffany doe sworn fr,0
6619,trump say imminent threat wasnt trump said alabama path hurricane dorian,0
7025,1971campers pitched tent within stonesduring night thunderstorm raged lightning struck,1
1784,building fire everyone cant get stuff passport etc someone actually kicking co need,0
6660,major announcement producer rockfest concert proud announce collaboration city,0
7872,mystery china pneumonia outbreak likely caused new human coronavirus via,1
10867,patchtuesday crypt32dll missing information patch first server ii exposed,0
1538,cnn u troop describe terror iran missile attack held gun put head,0
7915,sehun really keep u sane mean whole pandemonium yesterday posted ig today commenting weather,0
6623,racist like puerto rico he withheld million still allocate,0
4579,thats good im getting ready hit continent massive earthquake,1
2093,people know meaning catastrophe wonder insist recent taal volcanic eruption tr,0
4732,people telling u speciesthreatening climate emergency new normal,0
7964,one thing get panic attack trying sleep another brain turbo thinking,0
7453,9caught landslide landslide caught mudslide bohemian rhapsody quee,0
3769,m4 desolate space giveaway follow u retweet check must bonus entry tag friend win,0
629,muslim mob attacked hindu family telangana internet banned secularism,1
6099,spotlight latest afc right sexuality sana tajuddin writes need addre,0
3563,ultimately hell answer american people elitistwarmonging neocon scum ha,0
8835,legit fucking screamed mom screamed back outside room u literally gone insane,0
1938,concerned every time question would ask bush fire morrison,0
1409,anyone want get cuz gift wear style m40718 monogram louis vuitton cross body bag,0
9750,wonder like survive standby,0
5078,respect key want people honest im really old shitty mind game som,0
9557,suicide bomber struck cia base northern afghanistan dec 2009 deadliest single day agency,1
7130,conspiracy theory tell hitman bang cooky loud half hitman bang throw jin dirty water,0
8707,one right ruin someone el dream han seungwoo cho seungyoun kim wooseok kim yohan lee hangyul cha junh,0
2368,youve heard since 10pm december 12th vote collapsed lost leavevoting suppo,0
1806,thousand church france uk vandalised bur,1
10247,hong kong knifemen attack motorist trapped overturned vehicle car chase sheung shui,1
77,2010 inception social network easy black swan toy story 3 kid right aftershock,0
10144,assume see 20 mile generous given condition tornado accompanied supercell,0
2955,smallest shit yall dont ever wan na sit talk somebody damage done,0
2234,emergency service called industrial incident grangemouth chemical plant understood,1
7940,empty soul screaming im starting world pandemonium,0
5441,im brexiters moment fear one get time would,0
8869,seen video man climbing car woman drive screaming man still front,1
8867,im screaming bc baby probably still seeing black white shes screaming imthekdjenendnx,0
705,battle symphony linkin park,0
10540,school brace five year upheaval triumphant party gove heart melissa benn,0
7785,fascist dems would deprive someone twitter mouthpiece absence court order,0
4351,dont know super biased time manisha drown show n,0
380,say well see armageddon soon certainly hope sure could use vacation stupid shit,0
1998,58 people dead neelumvalley last two day due heavy snowfall glacier death casualty expe,1
8414,least fiftyseven people reported dead avalanche neelum valley operation rescue,1
1072,hard read food system placing farmer extreme stress must value land people farm th,0
7860,tonight within chamber eternal pizza dungeon burrowed beneath square denton show spews forth,0
5463,mwangi kiunjuri play politics without fear go mwangi mwanasiasa,0
6560,72 hour later whereabouts supposedly freed student havent revealed none family,1
3480,planned demolition palestinian house hebron besides planned release palestinian prisoner,0
2242,well tried nice clemson fan said yall likely bout get another yall rude hope ol li,0
3610,supposed going london bridge derailed freight train near hitchin load cancelled train,1
9829,8 want thank solidarity received fair share online abuse rubans wife amp sister created twitt,0
6300,take closer look benjamin franklin involvement hellfire club dozen corps later discove,0
1933,clear like bush fire climate change racism brexit farage blame,0
8708,srupid bitch ruin day 9 fucking morning,0
160,iranian leadership downed commercial airplane purpose kidding saying accident,0
4741,make mistake toxic air public health emergency havent done enough tackle threat society,0
8932,oh hope scream tree also thought smashing glass basement make ha,0
1249,teen junior judge bloody loved blood moon fresh positive empowering first love friendship rejecting,0
5923,thats bad australia many forest fire im concerned firefighter,1
10435,think thats got trouble first place,0
6350,govt decides withdraw nsg vip security duty wow nsg need go back original mandate count,0
475,police figure show far fewer people australia charged bushfire arson,1
7051,particle ejected rub become electrically charged charged particle separate plum,0
1755,update massive fire main street bound brook sunday night,1
6575,iran warns uk new mistake ambassador arrest hope iran choose diplomacy move forward pea,0
4631,send money one ill let u watch dude tie electrocute idc ill even dress dva,0
7290,warning california amp america look say president trump worst nightmare p,0
3575,insisting intra afghan dialogue signing agreement taliblan u,0
1441,like got cucked iran damage american military base response,0
572,make mistake fullon attack 2020 election new york time report russian,0
1569,retweet fix problem deal root problem marine le pen macron tell u fighting terr,0
521,love see billionaire talking climate change lik,0
2428,uploaded guest mix paul collide technostate inc showcase 152 tune,0
3725,hey waiting hitchin due safety check freight train derailment idea long,0
717,arent alone battle justiceforx1,0
10078,rain rain rain sun man made toxin blanket earth blocking life giving sun rain sunshine mold f,0
9134,sleeping siren u tour w amity affliction,0
3798,list book desolation bluff dead dry heart gripping suspense thriller four book,0
6285,look fricken heat wave timeless,0
2822,party starting get lit remember curfew,0
6686,best defence business alisson may even win golden glove despite injured two month,0
9935,terrorist would cut head muslim,0
603,god going bless season devil attacked,0
3149,ccp mimicking nazi evil act still people arguing number death compare,0
7977,old goldsatzu moment jealous persuasivegay panic everything satzu,0
4116,true really cant afford guy first cost cut save th,0
8719,ruin everything touch,0
7427,youre still getting draft military guy,0
313,also need survive practice faith think hindugen,1
1476,army complaining bighit never give bangtan bomb subtitle bangtan bomb subtitle nowhere,0
1163,blood type make trip u malta accept wont imme,0
5033,petas rescue team taking severely dehydrated dog evacuation zone safe tonight,1
3722,derailment hitchen happened affecting southbound train,1
3655,real agenda kuala lumpur islamic summit plan derailed saudi arabia,0
9274,area district neelum snowstorm greatly increased problem people 65 people died,1
9353,storm comin gary,0
7223,1 fbi wanted list pushing legislation kill 1474 baby new jersey ye,0
10474,lot people tacloban died typhoon yolanda didnt know storm surge doesnt,1
2594,germany conlab coalition get account wrong amp end 2019 recordbreaking 135 billion surplus 55 b,0
10532,school brace five year upheaval triumphant party gove heart,0
8382,suggestion continue oxford focus life ph definitely 1 term gov unable,0
272,maybe current thinking itll related upcoming title story arc xfactor tonally feel,0
2441,baby yoda holding collide sky,0
7457,call bunch black people falling hill mudslide,0
3599,got work learn hitchin trending england learn train derailed,0
9679,warren sunk level cynical smear tactic shes hrc 20 killed campaign,0
9501,yeah pray idol least like terrorizing,0
1116,blizzard dont guy use lfg lfg,0
2397,face face first time since december 2018 february 22nd,0
10155,payback methaphorical atonement tragedy killed father vain,0
1996,war lot casualty,1
625,literally attacked,0
6628,onthisday 1947 6 squadron undertakes raf last sortie hawker hurricane find,0
3612,hell horrible information around hitchen none driver wh,0
4924,cudgewa epicentre fire near corryong pasture paddock burnt house burnt stock loss cattle,1
8897,friend stayed night literally look like wanted kill woke weston screaming 330,0
11166,coffee wreckage dream,0
3863,solution dont forget single second kalergi plan absolutely effect every mixed,0
7030,another weird consequence writing learning win32 deeply one point replaced explorerexe,0
1332,typo yes coroner witness confirmed body bag leaving vacant house along multiple evidence bag,0
174,attack n airplane taken accident iran want world know co,0
4658,much energy lately electrocute people,0
3821,let tell something good beel wont destroy human world know im parent,0
1020,tweet blew people promote want say greta gerwig robbed oscar,0
4640,electrocute running screaming hang foot cut neck,0
5311,bad driving habit contribute road fatalitiescars driver sportscar vehicle drivingtest drive drivingtest,0
3695,freight train experienced low speed derailment hitchin affecting service betwee,1
4546,guy im losing storm trooper really like,0
9564,since corner always ahead let touch today breitbart texas reported intel alert f,0
2938,topsecret ufo file could gravely damage u national security released navy say,0
10242,much hf longs trapped likely overreaction,0
8632,currently rioting,0
2797,arthur really thought hearing back pure joy face one minute crushed next,0
215,ambulance nurse,0
10383,notice country really ethnic minority privilege look abbot,0
2097,100 twitter feed today dead sky p2 mask interposed coordinated attempt distort divert ra,0
3191,temperature increase 15 degree celsius 27 degree fahrenheit predicted paris climate agreement without,0
1,telangana section 144 imposed bhainsa january 13 15 clash erupted two group january 12 po,1
6936,everyday iowan despise caucus date enjoy get prestige going first whatever guess,0
6477,sir every mafia common people hostage mafia competition trader,0
9618,much better suicide bombing bhakts better jihadis day,0
4446,slept 4am like 30min asking arent fish drowning water,0
460,dont know hon judge get carried away stuck law one den,0
8394,33 angelina said ethiopia discus refugee explore opportunity work woman chi,0
2217,firefighter chemical facility employee experience emergency service hamilton county hazmat,0
8459,nine lovely kangaroo baby snuggled safe far north queensland rescued fire ravaged hom,1
8001,ppl like stuffed animal service dog respect comfort item doesnt,0
1399,thread used body bag taekwondo practice amp game hunting many read hunter pa,0
7881,dr nazla still asking people measles symptom go hospital outbreakhpa enough r,0
10330,special dispensation people whove night screaming teething toddler badg,0
991,mum dying cervical cancer denied smear test despite bleeding sex mirror online,0
6873,climate crisis need focus ocean inundated garbage real b,1
2920,emergency closure moray college uhi fully closed staff student tuesday 14th january due storm,1
10525,school brace five year upheaval triumphant party gove heart melissa benn,0
1628,davindersingh story whackiest long time shake foundation much country ide,0
1754,glasgow still setting unused building fire 2020,1
8180,puppy diaper trained amp problem using airplane head think china amp taiwan requir,0
10399,im tired soul tired amp im trouble self healing,0
2042,another cabinet reshuffle casualty samson chelgui moved le lucrative labour ministry blow,1
507,perhaps put companion piece biggest arson denier,0
7924,odd bbc harp pandemonium britain wrong kind history continues made europe,0
435,cosmopolitan philippine wrote article taehyung sending prayer affected,0
4860,engulfed news hawaiifb coach rolo didnt notice amp dinn,0
4636,electrocute warlock tripped accident creep everyone first pick skull,0
5002,bopping gee siren uni going evacuated,0
822,bioterrorism best anybody ever questioned vaccination part fuck,0
7773,thats ur man thats uh 2017 honda civic obliterated front bumper,0
5754,nw alertgt small stream flood advisory poor drainage area n union county ne mississippi tippah count,0
6076,see grave misunderstanding serpentes embarassment go right head he preocc,0
8357,isnt contradicting caa law provides citizenship refugee,0
8177,rainbowsixquarantineteaserjpg news tech computer game,0
9671,sunk cost ethic,0
2944,idk itll backfire damage going happen happened donation refund,0
9611,death toll pakistan mosque suicide bombing rise 15,1
8410,roo found member public new born lamb alone covered afterbirth whisked away wildlife re,0
3380,time demolish bercowbacked shanty town outside parliament via,0
4701,australian magpie little bird seen much emergency recently started mimic sou,0
6248,australia middle summer trapped homesthe air outside filled smoke delibera,1
8097,courierfraud nationally nearly two third courier fraud victim woman 75 here beat courier f,0
8308,ramguha 4 lakh kashmiri pandits flee valley,0
7728,saw barry obliterate everyone ok state would disagree fortunate see teen,0
8605,violence targeting university student become reocurring phenomenon rioting murder amp selective attack student,0
4970,volcanic eruption tragedy tragedy strike people amp animal get c,0
1493,chicken mcmuffin bomb af,0
10515,toxic johnson government would well recall david cameron sack michael gove 2014,0
514,bhainsa nirmal districttelangana stone pelter arsonist mob selectively targeted hindu property v,0
1978,two men arrested suspicion terrorism australia starting bushfires laugh nearly half billion animal h,1
1372,wearing black dress deep cleavage van mike type guy take care look,0
7819,boudreaux loses crawfish farm gulf oil spill take peek inside see get revenge thriller,1
6919,happening 253c ams2020 flood inundation mapping texas improved information representation emergency,1
8499,however still looking rescuer furbabies link still open tho,0
1407,new body bag death grip,0
5924,200112 sechan instagram hi sehun amp chanyeol damage forest fire began 5 month ago aust,1
10726,never underestimate power validating people feeling validation creates safe zone threatened in,0
5158,people talked five observablesbut back 2014 member itf put together list,0
4753,still apology refusing act recommendation national emergency plan australianbu,0
4371,drowned guilt,0
10014,yunho like thunder,0
6260,feel heat wave harmattan,0
6484,meghanandharry piersmorgan infiltration unsavoury element success clean job dev,0
10464,mulan 1998 song ill make man line must swift coursing river,0
1165,blood sweat tear boywithluv bestmusicvideo iheartawards,0
2746,people know went uchicago always mentioned taking class obscure dead language like basq,0
1323,human body part found bag road dublin,1
1837,lsu national chaempions 4 year saint james bro joel elli teach anything hope,0
1200,labeouf counter dark wood shia suprise there blood hope move stealthily toward,0
10872,agreed wish hadnt taken apocalyptic wild fire amp death,0
3799,see thug bark 2 different governmenti still dont understand congress rule state like maharash,0
1146,powerful word fell deaf ear belonging rich powerful people across globe deliberately amp consciously,0
9944,marching street kerala draped pakistan green islamic crescent amp star protection co,0
3367,yooo would demolish tray,0
578,statement following conclusion pensacola naval air station attack investigation,0
8546,riot cost team game unfortunate ult twitch twitchaffilate supportallstreamers smallstreamersconnect suppo,0
1602,image disturb bombing planned picture left,0
8558,relate urgot champion must crawl darkness every season riot garbage ranking system,0
9726,familycourt judge diminish abuse amp invalidate victim cause ridicule shame front abuser one,0
8692,remember first hmu never knew hell ruin life like,0
9751,freedom work three job survive time say real freedom must include l,0
5197,watauga county several road damaged heavy rain weekend work done today make repair,1
7060,strange stuff written banning credit card gambling morning 15 year old tend find,0
11140,wreck machine lick voting,0
2835,jarren williams heading back dorm missing curfew,0
1748,fire ravaged notredame cathedral paris april 15 2019 whole world shock heritage,1
7513,blaming president volcanic eruption however cutting disaster risk reduction amp management b,0
6980,totally agree believe president landslide reelection victory show possible 2 build global coalition 4,0
8096,kept looking door right know tortured naked god sak,0
526,trump simply political arsonist requires crisis chaos survive crisis,0
209,iranprotests tehran right valiasr intersection special force heading paradise ambulance,0
6738,aampes queen elizabeth hospital university hospital lewisham busy today remember aampe serious life,0
8310,museum bad never dwell past always look forward every museum b,0
6540,approximately 100 percent tariff cost fallen onto american new research show,0
4697,video call show breast reason shit sexy af weakness point emergency billing niyen fast f,0
1174,gunman open fire protester iran video show blood street tehran iran humanrights iranprote,1
6777,ndombele wasnt injury prone signed u either,0
8175,belated hannukah christmas happy new year here charlie recovering quarantine black mold exposure,0
3533,medieval city gate tower lane leading st john steep demolition march 1911 sac,0
1179,prof total metal attitude wander put christian mum mailbox pres,0
5299,airnautic unlucky french operator vickers viking losing three accident worst fbj,0
1288,fucking way mind blown rn wow brb ima go buy art talented coming artist,0
3977,cause effect said fed terrestrial knowledge deployed servant resistance begets violence,0
10864,whirlwind 48 hour branthwaite potential transfer nobody boardcoaching staff knew anything,1
2379,guy collapsed,0
5175,please hear u wewanteyewitnessseason2,0
3785,already desolation,0
9786,video prudent preparation early warning system seemingly divine protection saved life jan 8 ballistic missile,0
3953,surely jest see eye herald destructionthe proof god mi,0
7257,wonder feel daughter mass murderer,0
5879,confirm stormbrendan arrived worcester awful condition take easy road,1
4074,ultimate devastation,0
9151,ulysses siren mosaic dougga bardo museum tunis tunisia,0
9937,nj08 serious bomb threat took place yesterday jersey city bomb could killed people 5 football field,1
4436,okay whats going gala victimized lius feel left feel like drowning,0
2314,granting warrant authorise police enter office force headquarters wan chai device st,0
7096,exactly seeing runner raise arm seems easier react hitter listening loud,0
2529,northbound i5 la flores drive traffic diverted due multivehicle traffic collision sdcaltransalert,1
5944,gutless caved loony left rabid mainstream medium neither would clu,0
7212,repeat malign behaviour iran mass murder thousand dead vanished organizer,0
2409,two killed bakkie car collide,1
8276,somali tenant fighting mpls getting attention ive,0
4605,teen vouge started made rumor turned meme mike penny want electrocute gay,0
3970,modi govt incapable handling economy complicit destruction life livelihood,0
931,scorched earth people parallel platform enter ado movement,0
2401,happen two redhead collide read almost picture perfect bloom bone stone mustread,0
3066,dead outside,0
7461,road closure reiter rd closed 2 mile east may creek rd mudslide fully blocking road,1
10317,ptsd actual thing like whoaaa nobody wan na address like youre going stay ignorant youre traumatised,0
2233,emergency service called industrial incident grangemouth chemical plant understood one per,1
8929,chile message scream yall rubbed pussy bye,0
7903,chinese official far reported evidence humantohuman transmission suggests large outbreak unli,1
9696,sunk theory water,0
1847,2020 far absolute movie like bootleg like someone brought 2004 camcorder theatre th,0
9246,ok im bouta smoke amp gts thinkin bout jace changed whole mood,0
5767,please watch flood comment section kaorhys ipakita ang excitement sa tochiko hesintoher link,0
6349,isi terror plot averted time unmasks sinister terror plot hatched module 20 islamist radical hijack,1
7762,son obliterated rapist,0
10404,mean im like planning also somehow happen could legal trouble,0
4466,dont see sign til youre drowning youll looking like soaked bread,0
1236,bloody hell hope youre next,0
4752,emerge planetary emergency here plan,0
3327,well cry yet another fampking deluge,0
3631,freight train derailed ahead check,1
580,plank row hellset attack ab,0
6719,wtf thats channel need effin sued legal action need 2 b taken ensure full accountability p,0
7183,join u commemorate un holocaust remembrance day 29 january 7pm guest speaker omer bartov give le,0
5634,flame mv coming soon zayn love u via underwondercontent trampoline bestremix iheartawards,0
5406,dude solving problem fast like sir first slow dramatic second lmao,0
8270,eight f16c iaf parked underground hangar hatzor air base israel damaged,1
7045,lightning got bout scared hell highway,1
4277,sign justice dog tied rock dumped river drown,1
6225,proceed caution content video may hazardous anyone rocking today warned,0
9940,star war deletes account political ad also refused part lie propagan,0
7252,1495days since inhuman zariagenocide wicked mass murderer tyrant 548 men murdered 297 woman murdered 19,1
7311,god real hed give u editor would prevent much mayhem grammar would good,0
10593,love good storm ireland everyone panic meanwhile stay indoors appropriate violent weather dr,0
3560,im sorry want apologize think misunderstood original comment entirely tend h,0
6168,yeyi one 6th massive hazard almost took grave day,1
8246,relevant piece 2016 toronto ready radiation emergency via,0
4711,world ocean clearest measure climate emergency,0
8431,handsome tabby boy kitty tigerino tell big tomcat cheek a729823 devoreca shelter,0
4260,must confess im difficulty finding drought data,0
2888,used lean cyclone fence watch overwhelming summary himt,0
6742,angkas suffering back injury carrying ph government,1
5758,alice bishop short story collection constant hum tell fictional story black saturday bushfires alice,0
2414,lmfaooooo world collide,0
1749,operationmockingbird 911 v cal fire attack america say like 911 question mu,0
1927,15millionacre megafire threatening australia indonesia dealing deadly flood keep avoiding,1
1829,family passenger flightps752 say iranian regime threatened multiple anonymous call,0
7501,1 read ya nonfiction book 2 read retelling classic canon fairytale myth author colo,0
8528,potential friend also vet neediness long history tethering,0
7360,new toddler mom level unlocked child cry amp shouting kitchen he tired implied tha,0
4126,beautiful disaster parang si jackie ni kiko,0
8556,sorteo flash 1000 riot point requisitos follow rt amp fav follow en twitch,0
1705,burning building today hmu wan na join,0
3660,momma boy thing perhaps go back raised might b breaking sweat judgi,0
8637,ummah everything eminent intellectual ready make ridiculous claim provide cover th,0
10575,stormbrendan 32000 home business,0
10109,nwsseveretstorm severe thunderstorm warning continues mount olive nc elroy nc walnut creek nc 300 e,1
9780,australia airdropping vegetable helicopter feed animal survived bushfires,1
2541,onthisday 1942 submarine hm triumph lost greece probably result collision loss,0
9853,new bottomline pressure make terrorism coverage negative evidence twentynewspa,0
6121,finally also massively important note recommendation intended reduce harm minimis,0
2758,way boast talking crush friend v actually talk herhim,0
1088,sarda10 dwarf cursed debilitated noxious blight falling death gima thief ruin korpul 3,0
4626,like bro dont electrocute food shut,0
9771,aaaaaaaaacccccckkkkkkkk survived,0
7736,imagine animal chillin forest get fuckin obliterated potato,0
5709,puerto rico getting hit 10th anniversary earthquake flattened haiti could caribbean,1
7801,wasnt long obliteration memory trace principle might came,0
5082,photography get free ebook photographer noah kalina shot selfie every day 2,0
3083,ninjatribes official awakening shippuden naruto sakura,0
4886,kenya especially north eastern engulfed terrorist organisation matiangi busy campaigning 2022 ele,0
5581,gofundme raise money directly new south wale rural fire service volunteer first responder b,0
5103,oxford exploded think,0
7458,lady airport bar asked mudslide despite menu said didnt,0
146,hey got swamp land sale either naive plain stupid iran downing,0
4758,district council trying scrap local plan climate emergency ground may see decisionmaking power transferred,0
10386,mom support marianne tell big truth want say politician man,0
6157,1 million coin left ive built team put upgrade pack finish hazard,0
4150,ga voter amp election officialsheres radical yet traditional idea given looming disaster march preside,0
7596,fukashima japan nuclear power plant disaster leaking since 2011 pacific ocean japanese wa,1
9608,death toll pakistan mosque suicide bombing rise 15,1
1788,hoo lessterriblypriced lego fire brigade town hall slipped grasp maaaannnnn price,0
162,exactly one accidentally fire rocket airplane leaving country airport,0
8993,first issue live check article global greening sealevel rise human migration seismic w,0
2974,run danger,0
9364,preparing storm brendan forecast high wind across south east east england check,1
8051,um thing happened work im panicking lmao hve day dont anxiety attack,0
10203,also whatever want youre talented world youre trapped,0
1060,said say pc gaming blight,0
1487,bangtan bomb eng sub happy bighit finally listened u,0
2330,dont live anymore becoming impossible someone limited income health system c,0
609,usasupportsterrorist 15 19 terrorist attacked american september 11 flying plane world,1
4305,maybe part plan headline drown margaret court mess thats still come,0
1613,comic open mic didnt move said excuse three time coincidentally bombing,0
1641,major fail driver washington caused section bridge collapse year ago,0
5034,vp leni robredo visit evacuee sta teresita batangas distribution food pack amp face mask,0
8316,entire planetary system born razed time take mortal heart beat calbot,0
7693,obliterate,0
8646,man charged northeast motorist crash boulder rubble shed lorry,1
11191,hi ive started stan girl group an say name bop wan na know name member,0
4054,nod someone asked enjoy bali im devastated,0
8328,shouldve razed every plantation house redistributed land,0
7238,like premier say disgusting flying flag support man created,0
10905,im sure concept hard people understand isi directs terrorist use wildforest fire,1
4057,must devastatednot,0
529,warren disappointed bernie sending people challenge bernie say warren th,0
3775,let ashamed confounded together seek soul destroy let driven backward,0
3210,definition doesnt say death order tragedy death often occur,0
5495,u think consequence u touching fire darkened room,0
5320,aussie employed transport postal warehousing industry face greatest risk 55 death sec,1
3425,abu amrah family gaza strip homeless two month house demolished israeli air str,1
3819,ehhh askies destroy evidence quickly,0
2985,light nikkietutorials story people know let repeat someone youre vilest piece,0
679,bsf lost borderman avalanche 13th jan evening 830pm avalanche hit bsf deployment nau,1
9880,dysp davinder singh attested escorting terrorist muslim islamophobics understand terr,0
2380,price consumer good increased factor 4 since late 1970s college cost increased fac,0
9057,six people died four missing,1
7636,pacific gas amp electric attempted build nuclear reactor bodega bay ca san andreas fault line ran,0
3419,totally agree victorian station demolished replaced portakabin,0
1106,bring back national dex,0
10459,twister fry coming back yas,0
7354,meltdown as,0
71,honored essay aftershock marking 50th anniversary alvin tofflers future shock compendium essay,0
1438,plastic bag body bag real issue gtfoh,0
5534,yummy youtube thank fire new song guy think link full vid,0
11094,forgotten nasty wreck landon cassill jeffery earnhardt brickyard 2018,1
865,blaze giant,1
176,trump accident crash airplane ukraine main factor powerful person world whose count,0
2634,one justify killing 176 passenger aboard plane punishing responsible fo,1
224,nicki minaj single handedly annihilated male specie day dropped,0
9708,last swift parrot chick breeding season know shell survive return char,0
8387,jfc peterdutton first class arsehole evil politician australia refugee srilanka,0
2744,used huge crush,0
8776,also random sandstorm,0
2448,collide taylorann,0
9451,yessssir 3 put stretcher,0
10781,7610350 every hour every day 30 year thats america spend hoard worldending nuclear weapon,0
1005,africakwetu late commander fred nkuranga rubereza one greatest hero nraupdf passed away 1981,0
1425,someone get body bag warren campaign plz,0
7969,brain panic,0
880,1602 mile teach gun blazing cat fur,0
1177,rt urgent blood group required holy family rawalpindi please contact 03145411414 spreadtheword,0
2672,racksterly crashed,0
7776,admit im human day feel low find video bad feeling absolutely f,0
10964,wake windstorm brendan another storm expected move united kingdom second half,1
4729,parked like pick n pay craighall park emergency shopping,0
4734,criminal sentencing work 2018 maximum sentence assaulting emergency worker doubled 201819 r,0
6839,indonesia facing climate disaster sinking capital jakarta surrounding area,1
